text,target_sentiment
En la primavera de 2006 se anularon un total de 386.530 opciones sobre acciones 2002 B.,Neutral
Es muy difícil convertirse en socio de canal de Google Analytics.,Neutral
Este otoño también se producirán despidos en las plantas de Suomussalmi y Kuhmo como resultado de las negociaciones de codecisión celebradas allí.,Negative
"Juhani J+ñrvi, vicepresidente ejecutivo corporativo de Kesko, dice que el sector minorista de alimentos ruso está fragmentado.",Neutral
Metso estima que la necesidad de reducir personal ascenderá a 25 personas.,Negative
La mayoría de los despidos se producirán en Finlandia.,Negative
"El proveedor de sistemas de información Sentera - con un alza del 24,51 % - fue el siguiente valor más negociado después de que SysOpen Digia, una empresa de software, adquiriera el 77,4 % de la compañía esta mañana por poco menos de 33 millones de euros.",Neutral
Mursula dijo que intentaron reunir una perspectiva macroeconómica para ver cómo le estaba yendo a Malasia.,Neutral
"Motorola, el segundo mayor fabricante de teléfonos celulares del mundo, presentó el nuevo teléfono el martes en un intento por resucitar su debilitado negocio de teléfonos móviles.",Neutral
Niklas Skogster ha trabajado para el Grupo ABB en diversos puestos relacionados con el desarrollo de operaciones.,Neutral
"La mayoría de los despidos permanentes se producirán en los sectores de madera contrachapada y madera aserrada de las operaciones de la empresa finlandesa en varias fábricas nacionales, donde a principios de este año despidió temporalmente a unos 1.200 trabajadores para ahorrar costes.",Negative
Los despidos temporales en estas unidades ya han comenzado.,Neutral
Rautaruukki tiene como objetivo encontrar trabajo en otras ubicaciones del grupo para aquellos que se han quedado sin trabajo.,Neutral
Las cervezas difieren ligeramente de las cervezas convencionales.,Neutral
"La empresa opera una división estadounidense en Lisle, Illinois.",Neutral
"Las empresas de papel se situaron en territorio negativo: Stora Enso R cayó un 1,62 %, hasta los 12,73 euros, UPM-Kymmene bajó un 0,80 %, hasta los 18,64 euros, y M-real B bajó un 0,18 %, hasta los 5,57 euros.",Negative
La compañía dice que es difícil estimar la situación del mercado para todo el año 2009.,Neutral
Los instrumentos de referencia actuales son difíciles de operar debido a su alto precio y complejidad para el uso rutinario.,Negative
"El contrato también incluye el corte y canteado de piezas de vagones en los centros de servicio de acero de Ruukki en Seinajoki y Raahe, desde donde se entregarán a VR para su soldadura y ensamblaje.",Neutral
"El acuerdo cubre los servicios de ventas y posventa de Stockmann Auto Oy Ab para Volkswagen y Audi en Helsinki, Espoo y Vantaa.",Neutral
"Sin embargo, el dólar cayó frente a la libra y el yen.",Negative
La diferencia se explica por el hecho de que dos compañías navieras dejaron de operar en el Golfo de Finlandia.,Neutral
Los motores de doble combustible del buque pueden funcionar con gas natural licuado (GNL) con bajas emisiones.,Neutral
Los mercados emergentes que Raisio ha decidido ingresar hasta ahora se caracterizan por un consumo de alimentos per cápita relativamente bajo.,Neutral
"El empresario, junto con el personal sanitario, apoya el abandono del hábito y paga parte del coste de los tratamientos con nicotina.",Neutral
La audiencia probatoria en la Investigación está programada para el 21 de abril al 1 de mayo de 2008.,Neutral
"El equipo está destinado a la terminal Bollore Africa Logistics Société d'Exploitation du Terminal de Vridi SETV en Abidjan, Costa de Marfil y su entrega está prevista para comenzar en marzo de 2010.",Neutral
"El grupo alimentario finlandés Atria está a punto de adquirir dos empresas de procesamiento de carne de Estonia, Woro Kommerts y Vastse-Kuuste Lihatoostus, según informa el sitio web oficial www.investinestonia.com.",Neutral
"La superficie construida del proyecto Yliopistonrinne será de 7.900 m² y la superficie bruta del edificio alcanzará los 12.800 m². El 25,1 % de las instalaciones ya están alquiladas.",Neutral
Las medidas son resultado de las negociaciones conjuntas reglamentarias con los trabajadores que comenzaron en febrero y que afectan a todas las operaciones en el país.,Neutral
"La superficie construida del proyecto Yliopistonrinne será de 7.900 m² (85.030 pies cuadrados) y la superficie bruta del edificio será de 12.800 m². El 25,1 % de las instalaciones ya están alquiladas.",Neutral
El número de empleados asalariados y empleados de la administración del grupo que serán despedidos de las unidades Sievi es de 17.,Negative
"La NTSB dijo que los investigadores realizarán pruebas de distancia de visibilidad el 18 de julio, utilizando trenes similares a los involucrados en el accidente.",Neutral
"El proyecto de aceite de pino está relacionado con la modernización de la planta de recuperación química de UPM en su fábrica de pulpa en Kymi, en el sur de Finlandia.",Neutral
Las negociaciones estatutarias en la sede central forman parte de esta disminución.,Neutral
"La gama de productos incluye aceitunas aliñadas, embutidos y patés, por ejemplo.",Neutral
El número total de estaciones de servicio ha ido disminuyendo recientemente.,Negative
"Las conversaciones se referían a 160 personas en Finlandia y la estimación inicial era de unos 35 despidos, dijo Fiskars.",Neutral
Estas restricciones no se aplican a los dividendos legales.,Neutral
Los términos y condiciones del plan de opciones sobre acciones del año 2003 se publicaron en un comunicado de la bolsa de valores el 31 de marzo de 2003.,Neutral
"Esta acción es consecuencia de las negociaciones de personal relativas a Elcoteq SE, sucursal finlandesa, Elcoteq Finland Oy y Elcoteq Design Center Oy.",Neutral
"""También hemos recortado nuestras proyecciones de precios para el papel y los embalajes"", dijo un analista de Goldman Sachs en una nota el lunes.",Negative
¿Por qué instalar costosas torres de telefonía móvil en zonas escasamente pobladas cuando bastarían unos cuantos globos?,Neutral
"Increíblemente, la empresa que los fabrica, Fiskars Corporation, se formó en 1649 cuando un comerciante holandés llamado Peter Thorwoste recibió una carta para establecer un alto horno y una operación de forja en el pequeño pueblo finlandés de Fiskars.",Neutral
"""Código postal"", advirtieron los expertos el martes.",Neutral
Yakima creó el puesto para él después de salir de sus propias crisis económicas.,Neutral
"Viking Line también se ha visto obligada a modificar sus horarios para que los ferries que viajan de Estocolmo a Helsinki, Finlandia, sólo salgan de noche.",Neutral
El grupo industrial finlandés Ruukki Group ha presentado una contrademanda contra la empresa metalúrgica finlandesa Rautaruukki en la disputa relativa a los nombres de las empresas.,Negative
"El Servicio de Guardia de Fronteras ha prohibido el amarre del ferry de transporte de automóviles de la empresa en su viaje de prueba en la terminal de vagones de ferrocarril del puerto ruso, ya que el puesto de control fronterizo aún no está listo.",Negative
"En un momento dado, este estaba previsto para el 5 de junio, pero, si tuviéramos que adivinar, se ha pospuesto; tal vez estemos locos, pero sentimos que no se ha filtrado lo suficiente para cumplir con esa fecha en este momento.",Neutral
«Esas incertidumbres nublan las perspectivas a largo plazo».,Negative
"20 de octubre de 2010 - La empresa finlandesa de gestión medioambiental Lassila & Tikanoja Oyj HEL: LAT1V, o L&T, dijo el lunes que espera que su beneficio operativo, excluyendo partidas no recurrentes, para todo el año 2010 sea ligeramente inferior al de 2009.",Negative
"Según el director general de la cadena de gasolineras finlandesa St1, Kim Wiio, la empresa se vio obligada a realizar compras con precios en aumento en el primer semestre de 2008, y ahora los precios al consumidor están bajando casi a diario debido a la competencia.",Negative
"Según el registro mercantil de Letonia, Uponor Latvia cerró en números rojos con 99.000 LVL, 139.538,17 EUR y 194.556,48 USD en una facturación de 2,346 millones de LVL en 2009.",Negative
"Finnair dijo que la cancelación de vuelos causaría pérdidas diarias de x20ac 2,5 millones de dólares EE.UU. 3 millones.",Negative
"Dolce & Gabbana ha pedido a la Unión Europea que declare inválida la marca con estampado floral «Unikko» de Marimekko Corporation, en una disputa continua entre las dos compañías.",Negative
"Las ventas de alimentos ascendieron a 323,5 millones de euros en octubre de 2009, lo que supone un descenso del 5,5 % respecto a octubre de 2008.",Negative
"ADP News - 29 de mayo de 2009 - Bank of America BofA rebajó hoy sus calificaciones del fabricante de papel sueco-finlandés Stora Enso Oyj HEL: STERV y del actor del sector finlandés UPM-Kymmene Oyj HEL: UPM1V a ""bajo rendimiento"".",Negative
"El beneficio operativo excluyendo partidas no recurrentes ascendió a 5,4 millones de euros, frente a los 5,5 millones de euros del mismo periodo de 2007.",Negative
"Raute registró una pérdida por acción de 0,86 EUR en el primer semestre de 2009, frente a un BPA de 0,74 EUR en el mismo período de 2008.",Negative
Desde entonces el tráfico aéreo de Finlandia se encuentra paralizado.,Negative
La situación del papel estucado para impresión de revistas seguirá siendo débil.,Negative
El hackeo fue aún más nefasto porque los tweets se activaban sin que nadie hiciera clic en ellos: bastaba que los internautas pasaran el cursor sobre ellos.,Negative
La medida fue provocada por la débil demanda de equipos forestales y la situación incierta del mercado.,Negative
Un tribunal superior de Finlandia ha multado a siete empresas locales de asfalto con más de un millón de dólares (117 millones de dólares) por operar un cártel.,Negative
"La fábrica de componentes electrónicos de Estonia, Elcoteq, se está quedando sin material debido al cierre del tráfico aéreo.",Negative
"Todos los transbordadores tuvieron problemas en las afueras del archipiélago de Estocolmo, formado por más de 20.000 islas.",Negative
Y los ejecutivos de energía de Estados Unidos dicen que los altos precios del acero están amenazando la exploración energética.,Negative
"Actualmente, la marca Pit-Produkt es poco conocida fuera del noroeste de Rusia.",Negative
"Como la capacidad se redujo en un 1,4%, el factor de ocupación de pasajeros bajó 7,8 puntos porcentuales.",Negative
"La demanda de ventas divisionales en el semestre se mantuvo "" inconsistente "" , agregó .",Negative
"El cobre, el plomo y el níquel también cayeron... HBOS ( HBOS ) se desplomó un 20% a 70,3 peniques después de decir este año+ó ??",Negative
"Finnair estima que durante la huelga sufrirá una pérdida neta de entre 2 y 2,5 millones de euros al día.",Negative
"Las ganancias por acción (EPS) cayeron a EUR 0,21 desde EUR 0,31.",Negative
"El vicepresidente del consejo de administración de EMSA, Juri Lember, dijo a BNS el miércoles que era la primera vez que escuchaba sobre la huelga ya que la parte sueca aún no había informado al sindicato estonio.",Negative
"El factor de ocupación de pasajeros de Finnair, que mide el número de asientos vendidos como porcentaje de todos los asientos disponibles, cayó 1,3 puntos porcentuales al 76,7 % en septiembre.",Negative
"Frost vendió acciones por 19 millones de dólares a 6,06-7,12 dólares por acción, en comparación con el máximo del viernes de 11,33 dólares y el mínimo de 10,14 dólares.",Negative
"El resultado operativo del ejercicio completo de 2008 fue negativo en 3,6 millones.",Negative
"El beneficio neto de Glaston en el tercer trimestre de 2007 cayó a 2,4 millones de euros (3,5 millones de dólares) desde 3,5 millones de euros (5,1 millones de dólares) en el mismo período de 2006.",Negative
"En el primer trimestre de 2009, el resultado de la compañía antes de impuestos de operaciones continuadas, excluyendo partidas no recurrentes, totalizó -0,4 millones de euros, en comparación con -0,1 millones de euros en el mismo período de 2008.",Negative
Kone dijo en documentos judiciales que la acción sindical retrasó las reparaciones de los ascensores en el tribunal federal el 21 de enero y en el edificio de oficinas estatales de Saltonstall el 23 de enero.,Negative
El beneficio neto de L&T para el conjunto del año 2010 descendió a 36 millones de euros desde 45 millones de euros en 2009.,Negative
El resultado del tercer trimestre del año pasado se vio afectado por los costos derivados de la reestructuración en Estados Unidos.,Negative
"El beneficio operativo de Lassila & Tikanoja, excluyendo partidas no recurrentes e imputadas, para el segundo trimestre fue de 11,3 millones de euros, frente a los 13,8 millones de euros del año anterior.",Negative
"Muchos de los barcos comerciales quedaron atrapados en la estrecha bahía de Botnia, donde el hielo es más grueso, y alrededor de las islas Aaland.",Negative
"El flujo de caja neto de las actividades operativas fue negativo en 3,1 millones de euros, en comparación con los 23,3 millones de euros del mismo período de 2009.",Negative
"Las ventas netas cayeron un 6% interanual hasta los 11,9 millones de euros.",Negative
"El flujo de caja neto de las actividades de explotación fue negativo en 0,3 millones de euros, en comparación con los 30,9 millones de euros del año 2009.",Negative
Las ventas netas se han visto afectadas por la debilidad del dólar estadounidense.,Negative
La marcha nórdica se utilizó por primera vez como método de entrenamiento de verano por los esquiadores de fondo.,Neutral
Okmetic espera que sus ventas netas en el primer semestre de 2009 sean menores que en 2008.,Negative
"Además, el Departamento de Comercio de EE.UU. publicó cifras de gasto en construcción para noviembre peores de lo esperado.",Negative
La pérdida operativa ascendió a 39 millones de euros incluyendo gastos extraordinarios y a 27 millones de euros excluyendo gastos extraordinarios.,Neutral
"Los bancos nórdicos ya han tenido que cancelar préstamos considerables en Letonia; Swedbank, Nordea, DnB NOR y SEB informaron de pérdidas combinadas superiores a 1.350 millones de dólares en el período 2007 a 2010, en un contexto de crisis económica cercana en Letonia.",Negative
"El beneficio operativo, excluyendo partidas no recurrentes, ascendió a 1,0 millón de euros, frente a los 1,6 millones de euros del ejercicio anterior.",Negative
"El beneficio operativo, excluyendo partidas no recurrentes, ascendió a 0,2 millones de euros, frente a los 0,8 millones de euros del mismo período de 2006.",Negative
"El beneficio operativo, excluyendo partidas no recurrentes, ascendió a 2,2 millones de euros, frente a los 2,7 millones de euros del mismo periodo de 2008.",Negative
"El beneficio operativo excluyendo partidas no recurrentes fue de 7,8 millones de euros, frente a 11,2 millones de euros.",Negative
"El beneficio operativo excluyendo partidas no recurrentes ascendió a 40,6 millones de euros, frente a los 57,3 millones de euros del mismo periodo del año anterior.",Negative
"El margen operativo reportado fue negativo -5,9%.",Negative
"Las relaciones con la City se han visto aún más dañadas por los comentarios del Sr. Ashley criticando a los inversores y analistas de la City calificándolos de ""llorones"".",Negative
Las acciones de Swedbank han sido las más afectadas entre los bancos suecos por la actual crisis financiera internacional.,Negative
"El director ejecutivo de Stora, Jouko Karvinen, ha descrito el aumento de aranceles rusos como una amenaza para el futuro de la industria de productos forestales en Finlandia.",Negative
"La adquisición de +àlandsbanken Sverige en 2009 supuso una carga de 3,0 millones de euros para el rendimiento.",Negative
La compañía finlandesa dijo anteriormente que su resultado operativo será inferior al punto de equilibrio registrado el año anterior.,Negative
La administración marítima dijo que los barcos habían ignorado las advertencias sobre las condiciones de hielo.,Negative
"El efecto de la moneda tuvo un impacto negativo del 3,0 por ciento, o 20 millones de euros (31,3 millones de dólares), en los ingresos.",Negative
Los problemas recientes simplemente hacen que NETeller sea más barato.,Negative
"La oferta, considerada demasiado baja por la junta directiva de Finnlines, se mantendrá hasta las 4 p. m. de mañana.",Negative
"Las ventas del período cayeron a 30,6 millones de euros desde 38,3 millones de euros, según el informe provisional publicado hoy.",Negative
El sindicato presentó una queja sobre las políticas de asignación de horas extras de la empresa.,Negative
"Por lo tanto, el resultado de la compañía en 2005 seguirá siendo más débil que el de 2004.",Negative
"""El dólar estadounidense y la libra esterlina considerablemente más débiles tuvieron un impacto en las ventas y los precios promedio en euros"", dijo UPM.",Negative
"""La implementación de estos programas ha tenido y tendrá impactos negativos en las ganancias de 2006 y 2007"", dijo Meiklejohn.",Negative
"El beneficio neto de Vaisala en el tercer trimestre de 2007 cayó a 3,0 millones de euros (4,3 millones de dólares) desde 6,8 millones de euros (9,8 millones de dólares) en el mismo período de 2006.",Negative
"""Podemos decir que el número de operaciones se ha normalizado por momentos, y por eso hemos decidido devaluar nuestros departamentos ahora en venta"", añadió.",Negative
"""El año pasado redujimos nuestra frecuencia a Nueva York, lo que explica la caída"", explicó.",Negative
"""Vemos que el mercado de revistas continúa siendo ajustado, y nuestro objetivo es cerrar los acuerdos a finales de año"".",Negative
Una encuesta realizada por Taloustutkimus para Sampo Life muestra que las empresas están mal preparadas para perder personal clave.,Negative
"El periódico agrícola Maaseudun Tulevaisuus tuvo 318.000 lectores, lo que representa una disminución del 6%.",Negative
"El BPA cayó a 0,2 EUR desde 0,3 EUR.",Negative
"A las 14.11 CET, ArcelorMittal había perdido un 7,26% hasta los 17,38 euros en Euronext París, situándose a la cabeza de los grandes valores en bajada.",Negative
"En particular, las operaciones de quioscos y cines se han visto afectadas.",Negative
"El flujo de caja de las operaciones en enero-diciembre de 2008 fue negativo en 18,1 millones de euros, frente a los 39,0 millones de euros del mismo período de 2007.",Negative
"Las acciones de Kone cayeron un 4,1 por ciento a 43 US$ 55,77 en Helsinki.",Negative
"La rentabilidad del capital empleado (ROCE) fue un -2,3%, en comparación con el 11,3% en 2007.",Negative
"Ramirent tuvo pérdidas de 18 millones de coronas (1,15 millones de euros) el año pasado; el año anterior la compañía tuvo ganancias por 7,3 millones de coronas.",Negative
"Los funcionarios despedidos ahora llevarán el asunto a los tribunales, a menos que pueda resolverse externamente.",Negative
"El objetivo de Stora Enso se ha reducido de 5,55 a 4,85 euros y el de Holmen, de 150 a 135 coronas suecas.",Negative
"Sin embargo, el único punto oscuro en el horizonte era el desempeño de la compañía en el mercado finlandés de agua embotellada.",Negative
"La Comisión Europea dijo anteriormente que había multado a ThyssenKrupp, Otis de United Technologies Corp, Schindler AG y Kone Oyj con un total de 992,3 millones de euros por presunta actividad de cártel en el mercado de ascensores durante doce años.",Negative
"Las ventas del período cayeron a 30,6 millones de euros desde 38,3 millones de euros, según el informe provisional publicado hoy.",Negative
"YIT presentó contrademandas contra Neste Oil por un total de unos 25 millones de euros, basadas principalmente en el trabajo realizado según el contrato y en los costes adicionales incurridos debido a la prolongación del proyecto.",Negative
"""La perspectiva estable refleja la fuerte posición de mercado de Nokia en el mercado global de teléfonos móviles, la fuerte generación de flujo de caja y un balance muy conservador"", dijo Raab.",Positive
"Estos acuerdos de financiación permitirán a la empresa garantizar, de acuerdo con su política de tesorería, que dispone de suficientes instrumentos financieros para sus posibles necesidades de capital.",Positive
"Según Karhinen, OP-Pohjola es una empresa interesante porque la cooperación brindará enormes oportunidades para los clientes y para la propia empresa.",Positive
"Gracias a su experiencia única en fibras y a su enfoque innovador, la empresa tiene una sólida posición de mercado en varias áreas comerciales en las que opera.",Positive
Los resultados de Efore para el último trimestre mostraron una mejora aún más rápida ya que la compañía logró obtener mejor sus componentes.,Positive
"20 de enero de 2010 - Tiimari HEL: TII1V, minorista finlandés de artículos de papelería y regalos, anunció hoy que continuará mejorando su eficiencia operativa, concentrándose en sus operaciones principales rentables.",Positive
Los indicadores técnicos de las acciones son alcistas y S&P le otorga a NOK una calificación positiva de 4 ESTRELLAS de 5 para comprar.,Positive
"El bróker destaca a Cargotec como su acción preferida en el sector, ya que es una empresa dedicada exclusivamente al manejo global de carga y contenedores, y espera que desempeñe un papel activo en la consolidación de la industria.",Positive
"""Estamos encantados con la mudanza"", dice Morna Cowie, copropietaria, arriba, ""es el doble del tamaño de nuestra tienda actual y tiene un ambiente muy agradable"".",Positive
"La reestructuración crea una organización más eficiente con un mayor enfoque operativo y una rentabilidad estable, y conduce a una producción más eficiente, dijo Bo Annvik, director de Specialty Stainless.",Positive
La principal fortaleza del proyecto de cooperación radica en la fusión del know-how de dos grandes empresas.,Positive
Elcoteq tiene un historial comprobado en servicios de fabricación de productos electrónicos (EMS) y una red de fábricas global acompañada de equipos de fabricación modernos y sistemas y procesos consistentes.,Positive
"Anteriormente, la compañía también entregó alrededor del 70% del acero utilizado en el Oasis of the Seas, el barco hermano del Allure of the Seas, completado el año pasado.",Neutral
"El corredor holandés señaló que Nokian Tyres reportó un buen primer trimestre en 2006, por encima o en línea con el consenso.",Positive
Esto los colocó en una posición ideal para aprovechar el potencial de la tecnología limpia.,Neutral
"Los encuestados elogiaron la fiabilidad de Finnair, su carácter finlandés y su comprensión de su grupo objetivo.",Positive
"El neumático Nokian demuestra su alta seguridad de forma excelente en las importantes cualidades de conducción: estabilidad con una puntuación de 1,4, manejo con 1,5 y frenado en carretera mojada con 1,9.",Positive
"La asociación y el compromiso de larga data permiten a ambas partes desarrollar sus respectivas operaciones, y ESL Shipping también tendrá la oportunidad de actualizar su flota y mejorar su eficiencia.",Positive
"Una amplia gama de servicios de corte longitudinal y a medida permitirá a Ruukki, en particular, atender a clientes de ingeniería ligera que trasladan su producción al área de San Petersburgo.",Neutral
"""Gracias a su amplia red de contactos y su buen conocimiento del mercado y del entorno empresarial, hará una gran contribución al desarrollo futuro de nuestras operaciones en la India"", afirma el presidente y CEO de Incap, Juhani Hanninen.",Positive
Fiskars llevará a cabo proyectos comunitarios en todo el Reino Unido y también está buscando voluntarios locales que estén interesados en ayudar con los proyectos de restauración seleccionados.,Neutral
"La creación de interfaces que sean más similares a las interacciones del mundo real puede permitir experiencias más naturales e intuitivas, de la misma manera que los juegos y películas modernos son más inmersivos mediante el uso de gráficos 3D realistas.",Neutral
"Según Rautaruukki, la empresa quiere promover el uso de fuentes de energía libres de emisiones.",Neutral
"NOTICIAS DE NEGOCIOS EN INTERNET - -® 1995-2006 M2 COMMUNICATIONS LTD Como parte de una iniciativa para proteger a los usuarios de su servicio de banca por Internet, Barclays Bank ha anunciado que recomendará F-Secure Internet Security a sus clientes.",Neutral
"""Tieto estaba buscando una solución energética que respaldara mejor la idea del desarrollo sostenible y estábamos felices de poder brindar dicha solución"", dice Jouni Haikarainen, vicepresidente de Fortum.",Positive
"Además se consigue una buena durabilidad biológica"".",Neutral
"Utilizo fibras naturales para hacer la ropa más cómoda, permitir que tu piel respire y ser ecológica.",Positive
Atria eligió DeLight para atraer a los consumidores del grupo de edad de 25 a 45 años a su gama de comidas para microondas Atria Fresh.,Neutral
"El recién terminado Allure of the Seas y su barco hermano idéntico, el Oasis of the Seas, que se completó el año pasado, son los cruceros más grandes del mundo.",Neutral
Los reclutas que hayan completado el programa de capacitación de K-retailer están calificados para comenzar una carrera como minoristas independientes en tiendas K.,Neutral
"Una adición ligera, brillante y bonita a su vida, que también le permitirá ahorrar algunos centavos en su cuenta bancaria.",Neutral
"""Nos encanta el enfoque fresco y colorido de Activision para Rapala: We Fish"", dijo Kelly Brockpahler, Rapala.",Positive
"Al mismo tiempo, estoy encantado de que hayamos podido llevar a cabo la organización con nuestros propios compañeros de equipo.",Positive
Todas las empresas de Amer Sports desarrollan y fabrican productos técnicamente avanzados que mejoran el rendimiento de los deportistas activos.,Neutral
"Metso Oyj (HEL: MEO1V) logra una aceptación del 98% 23 de diciembre de 2009 - La empresa finlandesa de maquinaria industrial Metso Oyj (HEL: MEO1V) anunció hoy que completará su oferta de adquisición por la empresa textil Tamfelt Oyj Abp (HEL: TAFKS), tras adquirir el 98% de sus acciones y votos.",Neutral
Estamos muy orgullosos de poder utilizar este tipo de servicio móvil innovador para votar en las elecciones.,Positive
"Además, lanzaremos un servicio online versátil para complementar el periódico impreso tradicional, dice Valkama.",Neutral
"Stora Enso afirmó que DeLight era adecuado para una amplia gama de aplicaciones, incluidos alimentos, cosméticos, decoración del hogar y productos de ocio.",Neutral
"La junta agregó que la compañía no presentó ofertas para una parte sustancial de las obras y, como tal, el equipo de evaluación la consideró legítimamente no receptiva.",Neutral
"""Después de un largo período no rentable, la División de Alimentos registró un resultado rentable, lo que habla de una estructura de costos más saludable y un nuevo enfoque en las operaciones comerciales"", dijo Rihko.",Positive
"Tim Cockroft cuenta con una excelente trayectoria con más de 18 años de experiencia; además, Tim ha desarrollado con éxito las operaciones de Mercados de Capitales en Kaupthing Singer & Friedlander, involucrando finanzas corporativas y corretaje con un enfoque en empresas del mercado medio.",Positive
"""Si bien las preocupaciones persisten a largo plazo, el tamaño y la escala pueden permitir a Nokia mantener sus nuevas mejoras de margen en el corto plazo"", escribió el analista.",Positive
"Las operaciones continuadas arrojaron una pérdida operativa de 0,1 millones de euros, una ligera mejora respecto a la pérdida de 0,2 millones de euros del año anterior.",Positive
"Las ganancias por acción fueron mayores, 0,48 euros, frente a los 0,37 del año anterior y por encima del consenso del mercado de 0,40 euros.",Positive
"La solución de W+ñrtsil+ñ ha sido seleccionada por su bajo consumo de combustible, su tecnología respetuosa con el medio ambiente y su soporte de servicio global.",Positive
La compañía dijo que estima obtener una ligera ganancia gracias a las medidas de reducción de costos.,Positive
"Dirk Jones, director de Gestión de Ventas a Clientes de Instituciones Financieras, GTS, Citigroup, Inc., dijo: ""Citi está sumamente complacido de brindar servicios de custodia global a Pohjola Group Bank"".",Positive
"Las medidas de adaptación concluidas hasta ahora respecto al resto del personal son adecuadas por el momento, afirmó Raute.",Positive
"Las medidas de adaptación concluidas previamente, relativas al resto del personal, son adecuadas por el momento y las operaciones de planificación continúan como hasta ahora en la planta, indicó la empresa.",Positive
"""Después de arreglar nuestra base, reducir costos y cerrar las unidades no rentables, ahora estamos pensando en seguir adelante"", dijo.",Positive
"29 de septiembre de 2010 La empresa finlandesa de gestión y reciclaje de residuos Lassila & Tikanoja amplía sus operaciones en Rusia con la introducción de su planta de reciclaje recientemente terminada en la ciudad de Dubna, cerca de Moscú.",Positive
"""Método y sistema para controlar una unidad de disco duro mediante una interfaz física de tarjeta multimedia"" fue inventado por Marko Ahvenainen Ruutana, Finlandia.",Neutral
El tribunal consideró convincentes los argumentos de TelecomInvest.,Positive
"Rory Fitzgerald, gerente general de operaciones del puerto de Bristol, dijo: ""Con el uso de tecnología de bajo mantenimiento podemos ahorrar hasta un 30 por ciento en servicio, además, el sistema hidráulico de detección de carga puede ahorrarnos entre un 15 y un 30 por ciento adicional en consumo de combustible"".",Positive
"El terreno de unos 10.000 metros cuadrados que Stockmann ha comprado para el centro comercial Nevsky Center está situado en Nevsky Prospect, la calle principal de San Petersburgo, al lado de la estación de metro Vosstaniya Square, en las inmediaciones de la estación de Moscú.",Neutral
"Normalmente, el nivel de potencia de transmisión se puede reducir cuando el ruido de interferencia supera un valor predefinido.",Neutral
"Las otras acciones incluyen la eliminación de los costosos turnos de fin de semana, la congelación del sistema de bonificación a la producción y un programa general de reducción de costos.",Neutral
La biolixiviación en pilas hace que la extracción de metales de minerales de baja calidad sea económicamente viable.,Neutral
"Nokia de Dubai ha anunciado el lanzamiento de «Comes with Music», su innovador servicio que introduce una nueva forma para que la gente disfrute de la música.",Positive
"Steve Jackson, analista de comercio electrónico de Satama y ex director ejecutivo de Aboavista, dijo: “Google rompió el molde cuando regaló Google Analytics”.",Neutral
COMUNICADO DE LA BOLSA DE VALORES de Rapala VMC Corporation 10 de octubre de 2008 a las 11.45 am Kaupthing Bank Oyj (`` Kapthing '') ha informado a Rapala VMC Corporation (`` Rapala '') que ha interrumpido el suministro de liquidez para las acciones de Rapala por el momento.,Negative
Las negociaciones afectan a 246 trabajadores asalariados y de categoría superior y está previsto que concluyan en seis semanas.,Neutral
"Sukhraj Dulai, de la cuadra 2900 de Boni Sue Court, una calle sin salida en el lado norte de la ciudad, arrancó el vehículo y entró a su casa alrededor de las 8 a.m. del martes, dejando la puerta del garaje abierta.",Neutral
Ofrecemos empleo desafiante e interesante para más de 20.000 personas en 20 países de toda Europa.,Neutral
"Ofrecemos a nuestros clientes consultoría de gestión integral, soluciones totales para proyectos complejos y un diseño y supervisión eficientes y de primera clase.",Neutral
"Los usos finales típicos incluyen estructuras de techos, pisos, paredes y cielorrasos, estructuras no visibles en vehículos, embalajes y cajas, estructuras de sitios de construcción, cercas y refugios, y encofrados con un número limitado de vertidos de hormigón.",Neutral
1 Lámpara de bloque La lámpara de Harri Koskinen se presentó en 1996 y ha sido un éxito de ventas desde entonces.,Positive
"Amer, que compró Salomon a Adidas en octubre, dijo que los recortes de empleos tienen como objetivo aumentar la competitividad.",Neutral
"""Nuestra investigación muestra que el acceso a la tecnología de la información ha sido uno de los factores limitantes para la mayoría de las pequeñas empresas, especialmente cuando trabajan en un entorno basado en redes heterogéneas.",Neutral
"Sin embargo, esto aumenta el tráfico de señalización, lo que desperdicia recursos de la red y permite que se conecten menos teléfonos inteligentes.",Negative
M2 Communications no asume ninguna responsabilidad por la información proporcionada en la World Wide Web.,Neutral
Rosen se mostró cauteloso respecto a ser demasiado optimista respecto a la segunda mitad del año.,Neutral
"En una nota a clientes publicada, el corredor holandés describió los resultados del tercer trimestre de la compañía como ""blandos"", aunque también señaló que Elcoteq mantuvo su orientación, dijeron los distribuidores.",Neutral
"El teléfono de campo VoIP EB Tough está equipado con un altavoz integrado, conectividad Ethernet y SHDSL y permite varias aplicaciones innovadoras.",Neutral
El primer barco ha sufrido retrasos y se estima que su finalización estará prevista para la primavera de 2010.,Negative
Finnlines estimó en su junta general anual que 2008 será un año financieramente difícil debido a las grandes inversiones.,Negative
"``El ajuste a la caída del nivel de precios, por el contrario, ha sido menos efectivo.",Negative
"Tallink Silja atribuye la importante caída a los problemas con el sistema de reservas que se puso en funcionamiento en octubre, la venta del ferry con remolque 'Sky Wind' y la ruta entre Estocolmo y Riga, que ha ganado pasajeros de la ruta Helsinki-Estocolmo.",Negative
"Para garantizar un bajo costo operativo para las redes de radio, los módulos BTS se pueden configurar, actualizar el software y diagnosticar de forma remota.",Positive
